"","Participant","MAAS_1","MAAS_2","MAAS_3","MAAS_4","MAAS_5","MAAS_6","MAAS_7","MAAS_8","MAAS_9","MAAS_10","MAAS_11","MAAS_12","MAAS_13","MAAS_14","MAAS_15","Nomo1_1","Nomo1_2","Nomo1_3","Nomo1_4","Nomo1_5","Nomo1_6","Nomo1_7","Nomo1_8","Nomo1_9","Nomo2_1","Nomo2_2","Nomo2_3","Nomo2_4","Nomo2_5","Nomo2_6","Nomo2_7","Nomo2_8","Nomo2_9","Nomo2_10","Nomo2_11","sleep_hours","sleep_quality","sleep_effects","sleep_onset","sleep_phone","SSS.1","SSS.2","SSS.3","SSS.4","SSS.5","SSS.6","SSS.7","SSS.8","SSS.9","SSS.10","SSS.11","SSS.12","SSS.13","SSS.14","SSS.15","SSS.16","SSS.17","SSS.18","SSS.19","SSS.20","SSS.21","SSS.22","SSS.23","SSS.24","SSS.25","SSS.26","SSS.27","SSS.28","SSS.29","SSS.30","SSS.31","SSS.32","SSS.33","SSS.34","SSS.35","SSS.36","SSS.37","SSS.38","SSS.39","SSS.40","Reliance_1","Reliance_2","Reliance_3","Reliance_4","Reliance_5","Reliance_6","Reliance_7","Reliance_8","Reliance_9","Reliance_10","Reliance_11","Reliance_12","Reliance_13","ASRS1_1","ASRS1_2","ASRS1_3","ASRS1_4","ASRS1_5","ASRS1_6","ASRS2_1","ASRS2_2","ASRS2_3","ASRS2_4","ASRS2_5","ASRS2_6","ASRS2_7","ASRS2_8","ASRS2_9","ASRS2_10","ASRS2_11","ASRS2_12","Sex","Gender","Age","Race.s.","OwnSP","SPhours_1","OwnSW","id","ADHD1","ADHD2","ADHD3","ADHD4","ADHD5","ADHD6","ADHD7","ADHD8","ADHD9","ADHD10","ADHD11","ADHD12","ADHD13","ADHD14","ADHD15","ADHD16","ADHD17","ADHD18","MAAS_avg","NOMO_sum","ADHD_sum","SSS_sum","reliance_sum","ADHD_z","NOMO_z","SSS_z","reliance_z","MAAS_z","SSS_TAS","SSS_ES","SSS_Dis","SSS_BS"
"1",1,3,2,4,1,4,2,5,5,4,3,2,3,4,3,4,4,2,3,6,6,2,5,5,7,5,6,6,6,6,6,4,5,5,2,2,8,4,3,3,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,2,3,4,4,3,4,2,2,4,4,2,3,0,0,1,3,3,2,2,3,1,2,2,2,2,1,1,0,0,1,2,2,3,"1",1,5.7,2,NA,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.26666666666667,93,4,24,38,-0.670200727406583,0.524041492968725,0.997198137837658,-0.378532531078303,-0.493902270655292,6,7,8,4
"2",2,3,4,3,3,2,3,4,3,3,3,4,6,2,3,5,2,5,3,5,4,3,2,5,5,4,5,5,3,6,2,1,1,1,5,4,9,3,2,7,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,4,2,2,3,4,3,4,4,3,4,3,4,4,2,1,1,3,4,2,1,2,1,1,4,0,3,4,2,2,2,2,2,2,2,"1",1,3.2,2,NA,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,3.4,71,8,21,44,0.532218224705228,-0.436373233646542,0.484953199664208,0.300599362915123,-0.323325973358914,7,5,3,5
"4",4,5,5,4,3,6,4,5,5,6,3,4,6,3,5,5,4,5,4,5,3,3,4,5,5,5,5,5,4,4,4,2,2,2,3,3,8,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,3,2,4,2,3,3,3,3,4,3,4,4,2,1,0,2,3,0,2,1,1,1,2,0,2,1,2,1,0,1,2,2,2,"1",1,8,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,77,2,4,42,-1.27141020346249,-0.174441944569651,-2.41776811665201,0.0742220649173141,1.21186070230849,0,0,0,3
"5",5,3,4,5,6,4,2,3,4,3,4,5,6,2,3,3,5,4,2,5,2,2,3,5,6,3,5,5,4,5,2,1,1,1,3,2,7,3,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,3,3,1,4,3,2,4,1,4,3,4,2,3,2,1,3,2,3,2,1,2,2,4,2,1,2,2,2,3,1,1,2,2,4,"1",1,6,1,21976,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3.8,66,6,10,37,-0.0689912513506776,-0.654649307877285,-1.39327824030511,-0.491721180077207,0.188402918530221,0,4,3,2
"6",6,2,4,1,1,4,5,4,3,3,3,1,5,3,2,2,7,7,5,7,7,3,5,7,7,7,7,7,7,7,7,7,5,3,2,2,8,4,2,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,5,5,4,5,5,5,5,3,5,4,4,2,3,0,0,2,1,3,3,2,1,1,2,3,0,4,3,1,2,2,1,2,2,2,"1",1,6,1,22387,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,2.86666666666667,116,7,22,55,0.231613486677275,1.52811143443014,0.655701512388691,1.54567450190307,-1.00563116254443,8,5,6,2
"8",8,3,4,4,3,5,4,3,3,2,5,4,2,2,3,2,6,6,4,6,4,4,5,3,6,5,6,5,5,6,6,3,2,6,3,5,6,2,3,2,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,5,5,2,5,4,4,4,5,2,5,3,5,5,0,1,1,3,3,3,3,3,2,1,2,1,3,4,3,2,3,3,2,2,2,"1",1,5.1,2,21880,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3.26666666666667,96,12,26,54,1.73463717681704,0.655007137507171,1.33869476328662,1.43248585290417,-0.493902270655292,10,5,8,3
"9",9,3,6,3,3,2,4,3,5,5,5,5,3,2,3,6,1,1,4,6,5,1,5,4,2,5,7,5,6,7,3,1,1,2,5,1,8,4,4,3,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,2,4,4,4,4,3,1,4,3,5,4,0,0,0,2,2,0,0,3,1,0,3,0,3,2,0,1,2,0,2,2,2,"1",1,4,2,18280,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3.86666666666667,72,3,16,40,-0.970805465434535,-0.392718018800394,-0.368788363958207,-0.152155233080494,0.27369106717841,7,3,4,1
"10",10,6,6,5,2,6,2,3,4,5,5,5,4,2,4,6,5,6,5,5,3,2,3,3,6,5,2,5,5,3,2,1,5,3,1,1,8,3,3,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,4,2,2,4,2,2,4,2,3,3,2,4,4,3,1,1,3,3,2,2,2,1,2,2,1,2,1,2,3,2,2,2,2,5,"1",1,2,1,5866,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4.33333333333333,71,5,18,38,-0.36959598937863,-0.436373233646542,-0.0272917385092412,-0.378532531078303,0.870708107715733,5,7,3,2
"11",11,3,3,3,4,5,2,3,2,3,4,3,3,3,3,3,6,5,2,4,3,2,1,7,5,6,6,6,6,6,4,3,2,2,2,5,8,3,3,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,4,4,3,4,3,5,5,5,4,4,5,1,1,2,3,2,1,2,4,2,2,1,0,2,1,1,2,0,2,2,2,2,"1",1,5.1,2,22264,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3.13333333333333,83,6,16,54,-0.0689912513506776,0.08748934450724,-0.368788363958207,1.43248585290417,-0.66447856795167,8,5,0,3
"12",12,5,2,2,2,4,5,4,4,4,2,3,3,4,3,2,5,6,2,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,7,8,3,2,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,4,4,4,4,5,4,4,2,4,4,4,5,5,2,1,3,3,3,1,2,2,1,2,3,1,2,1,2,3,3,4,2,2,1,"1",1,1.5,1,22108,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3.26666666666667,127,8,26,53,0.532218224705228,2.00831879773778,1.33869476328662,1.31929720390526,-0.493902270655292,8,5,10,3
"13",13,3,5,4,6,5,5,5,5,3,5,3,4,2,5,4,6,5,4,6,4,3,5,6,5,5,6,5,6,6,6,2,4,5,4,6,7,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,4,4,4,3,3,4,2,4,4,4,2,3,3,2,3,2,4,2,2,1,2,2,2,2,3,2,1,2,4,3,2,2,2,"1",1,4.1,2,21886,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,4.26666666666667,99,10,12,46,1.13342770076113,0.785972782045616,-1.05178161485614,0.526976660912931,0.785419959067544,3,4,3,1
"14",14,5,4,3,3,6,4,3,3,3,3,3,4,2,3,3,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,5,5,5,6,6,6,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5,5,4,5,5,5,4,3,4,4,4,4,4,1,2,2,4,1,2,1,2,2,3,2,1,1,3,1,2,1,1,2,2,3,"1",1,8,2,22390,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3.46666666666667,130,7,9,56,0.231613486677275,2.13928444227622,-1.56402655302959,1.65886315090197,-0.238037824710724,1,4,3,1
"16",16,5,5,4,4,4,3,5,5,5,5,4,5,5,5,5,5,5,3,5,3,3,3,5,5,5,5,5,5,5,5,3,3,5,5,3,8,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,4,4,2,2,2,2,2,2,3,4,3,2,4,1,1,1,2,3,2,2,3,1,1,2,1,2,1,1,1,1,1,2,2,1,"1",1,6,2,20299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.6,86,2,19,36,-1.27141020346249,0.218454989045686,0.143456574215242,-0.604909829076111,1.21186070230849,4,5,8,2
"17",17,3,3,3,1,2,3,3,4,2,4,2,6,4,4,6,5,5,2,5,5,3,2,5,5,2,6,3,5,5,5,2,2,3,3,3,7,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,2,2,4,2,4,4,2,4,4,4,4,4,2,1,1,2,3,2,1,3,2,2,3,1,3,1,1,3,1,1,2,2,1,"1",1,3,2,21877,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,3.33333333333333,76,7,9,42,0.231613486677275,-0.2180971594158,-1.56402655302959,0.0742220649173141,-0.408614122007102,6,1,1,0
"18",18,3,5,6,4,5,5,5,3,3,4,6,6,3,5,4,6,6,3,5,2,2,1,2,5,5,6,3,5,5,2,1,2,2,1,6,10,4,4,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,3,4,1,2,3,3,4,4,4,4,5,1,2,3,4,3,1,2,3,2,2,2,0,2,2,1,0,1,2,2,2,1,"2",1,4.4,2,22030,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4.46666666666667,70,7,13,43,0.231613486677275,-0.480028448492691,-0.881033302131657,0.187410713916218,1.04128440501211,8,3,2,0
"19",19,2,6,5,3,6,4,3,5,5,3,6,4,2,3,1,6,6,6,3,5,3,1,3,5,5,7,4,7,7,4,3,4,3,2,1,7,4,4,4,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,4,2,3,2,4,4,4,2,2,4,3,2,4,0,0,0,0,1,1,0,1,0,1,2,0,1,0,0,0,0,0,2,2,2,"1",1,5,2,22009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86666666666667,85,0,19,40,-1.87261967951839,0.174799774199537,0.143456574215242,-0.152155233080494,0.27369106717841,8,4,6,0
"21",21,4,4,3,4,5,4,5,4,3,4,3,6,2,3,5,5,5,3,5,3,3,5,5,5,3,5,3,5,6,2,2,2,2,6,5,9,4,4,2,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,4,2,1,4,2,2,4,2,3,4,3,2,4,1,2,1,2,2,2,2,3,1,2,2,0,2,1,2,1,1,1,2,2,2,"1",1,4.5,2,20038,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.93333333333333,80,2,22,37,-1.27141020346249,-0.0434763000312056,0.655701512388691,-0.491721180077207,0.358979215826599,10,5,6,0
"22",22,5,4,4,3,4,2,3,3,4,3,4,6,4,4,5,3,5,3,2,1,1,2,5,3,2,2,3,3,2,1,1,1,1,5,2,7,4,3,3,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,2,1,1,2,2,2,4,2,1,3,3,4,4,1,1,1,2,4,2,2,3,1,0,2,0,4,3,2,1,1,1,2,2,4,"1",1,2,2,22159,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3.86666666666667,48,4,26,31,-0.670200727406583,-1.44044317510796,1.33869476328662,-1.17085307407063,0.27369106717841,9,8,5,4
"23",23,4,6,5,4,5,5,5,5,6,6,4,4,4,5,6,3,5,2,5,5,5,6,7,6,5,3,3,5,2,2,1,3,1,2,2,9,4,3,7,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,4,4,2,4,4,3,4,5,2,4,2,2,3,2,0,0,3,2,1,2,3,2,1,1,0,2,2,4,2,2,1,2,2,3,"1",1,4,2,22153,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4.93333333333333,73,6,17,43,-0.0689912513506776,-0.349062803954245,-0.198040051233724,0.187410713916218,1.63830144554944,3,5,6,2
"24",24,3,5,5,5,5,5,4,3,5,4,3,5,2,3,5,2,5,3,4,2,5,5,5,6,4,6,6,6,6,5,1,2,2,3,1,9,5,3,3,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,3,4,5,1,1,3,2,5,4,1,0,0,1,4,2,1,2,2,1,3,1,4,4,2,2,1,1,2,2,1,"1",1,5.1,1,22099,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,4.13333333333333,79,6,19,33,-0.0689912513506776,-0.0871315148773541,0.143456574215242,-0.944475776072824,0.614843661771167,9,2,5,2
"25",25,5,6,6,3,4,2,4,5,5,6,2,6,6,4,6,3,6,4,7,7,6,6,7,4,5,5,5,5,5,4,4,4,3,2,5,9,2,3,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,1,1,2,0,1,3,2,0,3,0,2,1,0,1,1,1,2,2,2,"1",1,10.4,1,22306,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.66666666666667,97,4,16,50,-0.670200727406583,0.698662352353319,-0.368788363958207,0.979731256908548,1.29714885095668,7,5,2,2
"29",29,5,6,3,3,3,3,4,3,2,3,3,4,3,4,5,3,5,4,5,5,2,3,5,5,5,5,5,5,5,5,4,5,4,4,2,8,3,3,6,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,4,2,4,4,4,4,4,2,2,3,3,3,3,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,"1",1,5.5,2,22255,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6,86,2,22,42,-1.27141020346249,0.218454989045686,0.655701512388691,0.0742220649173141,-0.0674615274143462,10,4,4,4
"31",31,6,5,2,5,6,2,4,3,2,3,3,5,4,4,2,3,6,2,5,1,1,1,5,3,2,5,2,2,4,2,2,2,2,2,5,6,3,3,4,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2,2,2,4,1,1,4,4,3,4,3,2,3,0,4,3,3,4,1,2,4,1,2,1,0,3,2,0,0,0,2,2,2,3,"1",1,5,2,21571,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3.73333333333333,57,7,15,35,0.231613486677275,-1.04754624149262,-0.539536676682691,-0.718098478075016,0.103114769882032,4,5,5,1
"32",32,4,6,2,2,4,5,3,3,3,4,4,5,1,3,3,7,6,6,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,6,2,2,6,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,3,4,2,0,1,4,4,2,2,4,2,3,2,1,3,2,1,0,1,2,2,2,1,"1",1,6.1,1,22012,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,3.46666666666667,136,8,24,62,0.532218224705228,2.40121573135311,0.997198137837658,2.3379950448954,-0.238037824710724,5,8,8,2
"35",35,4,4,3,3,3,5,3,3,5,3,3,4,5,4,5,5,4,2,3,5,2,3,5,5,5,5,3,3,3,4,3,3,3,3,3,7,4,4,3,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,4,2,4,3,4,2,2,2,3,3,2,4,4,2,2,2,3,3,1,2,3,1,2,3,1,3,1,1,1,2,1,2,2,4,"1",1,6.1,1,10516,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3.8,72,8,15,39,0.532218224705228,-0.392718018800394,-0.539536676682691,-0.265343882079399,0.188402918530221,3,4,5,2
"36",36,3,3,3,2,4,2,3,4,4,2,2,5,3,2,2,5,6,6,6,3,3,3,5,7,3,4,5,5,5,2,2,3,2,1,2,8,5,4,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,4,3,2,4,3,4,4,2,4,3,3,4,4,1,1,1,4,3,0,3,4,3,1,2,1,2,1,1,4,1,0,2,2,1,"1",1,6,2,22198,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2.93333333333333,78,6,21,44,-0.0689912513506776,-0.130786729723503,0.484953199664208,0.300599362915123,-0.920343013896237,9,3,8,0
"37",38,2,6,5,5,2,4,5,5,5,6,6,6,2,6,5,3,2,2,3,5,1,2,6,4,2,3,3,3,3,3,1,1,1,5,1,7,2,2,10,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,4,2,2,2,2,1,4,3,4,4,1,1,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,2,3,"1",1,3.5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,54,0,10,33,-1.87261967951839,-1.17851188603107,-1.39327824030511,-0.944475776072824,1.29714885095668,5,3,1,0
"38",39,5,6,5,5,5,3,5,5,5,5,3,4,5,5,5,5,5,2,3,6,6,3,5,6,3,3,3,3,3,3,3,3,2,2,2,7,4,4,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,4,4,2,4,4,2,4,2,3,4,3,4,4,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,3,"1",1,5.1,1,18772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.73333333333333,71,1,17,44,-1.57201494149044,-0.436373233646542,-0.198040051233724,0.300599362915123,1.38243699960487,7,3,6,1
"39",41,4,5,4,2,5,3,4,4,2,3,4,1,4,5,5,3,3,5,3,6,6,6,2,2,5,5,5,5,5,5,5,5,5,5,5,6,4,4,1,2,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,4,2,1,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,2,2,5,"1",1,2,1,18334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,91,0,19,38,-1.87261967951839,0.436731063276428,0.143456574215242,-0.378532531078303,0.0178266212338426,5,4,7,3
"40",42,5,5,5,3,4,3,2,2,2,4,2,5,4,3,3,6,7,6,6,4,5,3,6,6,7,7,7,7,5,5,2,2,3,7,4,6,3,3,6,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,4,4,3,2,3,1,4,4,2,4,4,3,3,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,1,2,2,3,"1",1,4,2,21889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46666666666667,105,0,26,41,-1.87261967951839,1.04790407112251,1.33869476328662,-0.0389665840815901,-0.238037824710724,9,5,6,5
"41",43,3,6,4,3,5,3,3,5,4,5,3,5,3,3,2,5,6,6,5,6,6,6,6,6,7,7,6,6,7,7,5,5,6,7,5,8,4,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,4,4,2,4,4,4,4,2,4,4,4,2,4,2,1,1,1,3,3,2,2,1,1,3,0,3,2,1,1,1,1,2,2,2,"1",1,4,2,22246,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3.8,120,5,16,46,-0.36959598937863,1.70273229381474,-0.368788363958207,0.526976660912931,0.188402918530221,8,4,3,0
"42",44,3,6,5,4,4,5,3,5,5,3,5,6,3,3,4,2,3,4,5,4,2,3,2,3,2,2,3,2,4,2,2,2,2,3,3,7,3,2,6,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,3,4,3,2,4,1,2,4,3,4,4,1,1,0,2,2,1,1,2,1,0,3,0,2,3,0,1,0,2,2,2,5,"1",1,2,2,16387,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.26666666666667,55,3,13,36,-0.970805465434535,-1.13485667118492,-0.881033302131657,-0.604909829076111,0.785419959067544,2,2,6,3
"43",45,3,5,5,2,5,1,2,2,2,2,3,3,4,4,3,5,6,5,5,3,3,3,5,5,6,6,6,6,5,6,3,3,3,5,3,8,3,4,4,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,4,2,2,2,4,2,2,4,3,2,4,1,1,0,1,3,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,5,"1",1,3,2,10465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.06666666666667,92,2,15,35,-1.27141020346249,0.480386278122577,-0.539536676682691,-0.718098478075016,-0.749766716599858,2,3,6,4
"44",46,4,6,4,4,4,5,4,4,3,4,5,5,3,3,5,2,2,2,2,4,2,5,5,5,2,2,3,3,3,3,2,2,2,3,5,7,4,3,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,4,2,3,2,2,3,3,2,4,1,2,1,3,3,3,1,2,1,0,3,1,2,1,2,0,1,1,2,2,2,"1",1,3,2,22381,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.2,59,5,5,36,-0.36959598937863,-0.960235811800325,-2.24701980392752,-0.604909829076111,0.700131810419355,2,3,0,1
"46",48,2,2,2,4,3,1,3,2,2,3,2,4,2,3,5,6,5,4,5,3,3,5,7,5,6,6,6,6,5,5,4,3,4,2,1,5,2,1,10,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,2,4,3,4,4,2,3,4,3,4,5,3,1,2,3,3,3,2,3,3,4,3,1,3,2,3,3,2,2,2,2,1,"1",1,6.8,1,22084,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,2.66666666666667,91,13,32,43,2.03524191484499,0.436731063276428,2.36318463963352,0.187410713916218,-1.26149560848899,10,6,9,7
"47",49,2,5,2,2,3,1,5,5,3,3,2,5,2,2,4,4,6,3,5,5,5,6,2,6,6,6,6,6,6,6,2,1,1,3,5,7,3,2,5,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,1,4,3,5,5,3,2,1,4,4,2,2,4,2,3,4,0,1,1,2,2,2,2,2,2,2,"1",1,4.4,1,19885,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,3.06666666666667,90,10,13,48,1.13342770076113,0.39307584843028,-0.881033302131657,0.75335395891074,-0.749766716599858,3,5,4,2
"48",50,3,3,2,2,4,3,4,4,3,3,3,6,1,3,5,3,5,3,5,5,5,6,6,6,6,6,6,6,6,6,2,4,3,6,5,8,3,4,3,2,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2,4,4,2,4,4,2,5,3,4,4,2,2,0,1,4,2,2,2,2,1,1,0,3,2,1,0,0,1,2,2,5,"1",1,2.5,2,9775,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.26666666666667,100,5,16,43,-0.36959598937863,0.829627996891765,-0.368788363958207,0.187410713916218,-0.493902270655292,1,9,3,3
